,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
piped_rich,256.94507060415043,69.13401142378568,33.269674678355145,332.08282983333584,92.54200614877581,45.11745375827215,256.94507060415043,46.236886162826565,30.142236189354723,332.08282983333584,62.71529149571222,40.908626591485856,256.94507060415043,138.44885910628557,66.40573583716056,332.08282983333584,185.36789890370267,88.15828625913386,256.94507060415043,92.59250017075493,59.6262000268544,332.08282983333584,124.71091950006584,79.53802961168054,264.6212250869901,69.51617924360329,34.082470248919776,343.3697051179189,92.91747972288641,46.34766063052642,264.6212250869901,49.111869797243855,36.81189403017218,343.3697051179189,66.58495059081974,49.92268075745716,256.94507060415043,69.65437867386174,33.544619474292375,332.08282983333584,92.79640985803712,45.27795681162601,256.94507060415043,46.859679575248904,31.418150143092898,332.08282983333584,63.19744301834538,46.08378695440334,316.32165231406475,126.03874621416401,76.23467988999354,406.5092200681825,164.16404415976018,101.63026248302367,316.32165231406475,91.6546863285036,71.39407470040516,406.5092200681825,121.1278400878385,93.08278736858188,327.3204474532048,265.37608469759664,160.5930704843346,419.2010054145204,342.71456460323145,215.50501435922743,327.3204474532048,198.28815969999536,160.42816218069254,419.2010054145204,259.07061712742563,215.30351546031966
piped_mid,162.06875056812305,46.62777736266432,23.660197037991523,214.64912535697613,59.794648066250744,31.53967947425954,162.06875056812305,32.389434055419244,21.51341670385205,214.64912535697613,43.49548623155151,28.889128859109867,162.06875056812305,73.64552852443211,37.76016917400098,214.64912535697613,98.56443843352004,51.53906150114953,162.06875056812305,51.180887799389666,34.15228067246032,214.64912535697613,70.52478520672915,47.08103927716017,166.66000377946602,46.767536914789886,24.316293186029334,221.50931537977638,60.06530905698493,32.54134958435887,166.66000377946602,34.03709139997645,25.268665524683406,221.50931537977638,45.898108596404626,33.60403065469499,162.06875056812305,46.968732316342084,23.879257184343686,214.64912535697613,59.96311029926658,31.68162051696603,162.06875056812305,32.79058373489235,22.2955986297467,214.64912535697613,43.81036361713852,31.447909689884188,195.8027250140919,77.46796278031783,49.40336956762958,258.6888950794329,96.323117208913,64.40227007579662,195.8027250140919,57.52833492000395,45.09068825303663,258.6888950794329,73.99352892762089,58.01417978059844,202.2365041814441,128.28776759491342,82.66383662536057,266.5159159067516,166.58593082391417,112.65182042321146,202.2365041814441,96.90400062311548,79.69569390454822,266.5159159067516,128.4989894884353,108.81688913945109
piped_poor,61.750224384682326,15.172713384567363,9.146275351448473,74.31829584005341,20.478267910868247,13.399383956101323,61.750224384682326,11.293313405151547,8.590981009519286,74.31829584005341,16.36292936362097,12.7147868017726,61.750224384682326,15.620764836392828,9.558175365543018,74.31829584005341,21.15421194041523,13.850791726897084,61.750224384682326,11.707023379006252,8.95967797984287,74.31829584005341,16.893659202496245,13.121008350255464,63.34725933566233,15.602822819609882,9.610453189274544,76.12280937358379,20.680688602008125,13.908197558769167,63.34725933566233,11.920436006092437,9.447857619069877,76.12280937358379,16.886918622510738,13.613958566353038,61.750224384682326,15.216584215916736,9.163284836948197,74.31829584005341,20.49509565201668,13.408846967503555,61.750224384682326,11.343669022362295,8.831129806673133,74.31829584005341,16.40370500312402,13.076037562864508,71.2164809828808,20.79191357089399,16.076040829108756,85.40550189724704,27.01172048009173,21.88997385306436,71.2164809828808,15.579408404125067,13.429777213029798,85.40550189724704,21.567673647781326,18.707481847884424,73.32811743993602,22.117165186714253,17.74357663757151,87.69175970730998,29.020528524231405,24.10607394785074,73.32811743993602,16.90368220342049,15.446136808680713,87.69175970730998,23.33880019251381,21.45744892869314
well_rich,472.3108779920244,889.4711578861247,717.23864322962,340.0518081525529,841.5825403430897,790.582276289832,472.3108779920244,918.1385322117663,655.3520675834154,340.0518081525529,888.4781893068744,743.132423544321,472.3108779920244,1337.7726619593482,1230.2545737734345,340.0518081525529,1171.4089027450811,1192.5401427236848,472.3108779920244,1410.4846151942975,1173.845105043721,340.0518081525529,1267.3645194858595,1172.915934058647,463.88185706436354,842.6842859310648,653.588543283091,329.9481475542083,744.9417740443591,674.37931025703,463.88185706436354,860.1090755989951,620.843817213271,329.9481475542083,799.0225306050507,635.5919185760436,472.3108779920244,886.0024883359979,713.9243678620483,340.0518081525529,841.6583814905437,788.4415053256205,472.3108779920244,914.0040720179765,677.3476656587886,340.0518081525529,888.150211011334,740.4506568933357,469.237852423288,885.0445530035067,739.4635039727518,317.8121962013596,819.9934977213893,798.1237318195783,469.237852423288,925.5423102147279,683.9580171304019,317.8121962013596,881.048637314743,763.4079094843366,460.52061378665826,1285.82978562889,1155.1178341275504,311.3188195524601,982.4478290614107,1207.4351584782094,460.52061378665826,1386.0227756814106,1082.6407692477214,311.3188195524601,1108.0666810270739,1149.260031412771
well_mid,398.40169017509845,567.3799973352079,552.7073430033715,260.5176759793923,515.6071231665398,515.9754522256001,398.40169017509845,581.6537520444932,542.4406700224788,260.5176759793923,535.5874939516143,508.37510209915433,398.40169017509845,861.7828313528574,857.2038162855029,260.5176759793923,768.9826233606411,776.4348637633043,398.40169017509845,892.8661582500304,844.7165247775567,260.5176759793923,806.7258937753496,767.7773449077638,394.3740112349314,553.0483631051445,555.670752948725,255.26348986310657,488.67757710461797,533.0664805331846,394.3740112349314,571.282827665919,545.4101642602357,255.26348986310657,509.47559788348093,531.9540112386152,398.40169017509845,565.8294609540526,550.8592325143497,260.5176759793923,515.2960983019864,514.4468334941985,398.40169017509845,580.1238848344815,547.9660195217571,260.5176759793923,534.8942355600725,508.0325617956586,392.18984663682954,563.3613034564536,553.847341049487,244.21152792295996,510.33249214610083,515.8631380260201,392.18984663682954,582.5049408604048,547.0699579367148,244.21152792295996,536.0166307259183,511.08986271999703,387.37203486793726,838.6502128620518,880.2943858080528,240.35226318522692,714.1654187670829,787.5156082106948,387.37203486793726,877.2699416090472,882.2216808525599,240.35226318522692,762.3761694100481,812.3123348430681
well_poor,178.71226750224974,276.46259747435647,270.62367625641895,137.8560471813966,280.94132938980215,261.5612835473999,178.71226750224974,281.96440961789966,269.5906234771992,137.8560471813966,287.5703021144608,259.03452594198154,178.71226750224974,422.2215624554643,412.92616304411405,137.8560471813966,425.4077390235355,398.7689834264609,178.71226750224974,433.24376263926274,416.90587153028065,137.8560471813966,438.8195118151208,397.5363421286697,176.15966119301214,337.03792131392765,389.530487358339,134.98701817397873,293.95407576134,350.98974013930354,176.15966119301214,345.3583834501478,397.60133650576796,134.98701817397873,303.19995819389396,354.89740938116745,178.71226750224974,276.25272654202104,271.1072070608484,137.8560471813966,280.83652558587903,260.93876943056705,178.71226750224974,281.7502197274173,271.6861029150257,137.8560471813966,287.3336130331763,259.34079903633824,171.31466814561355,273.64977693451664,271.8053023820665,129.67294965506005,271.2392348609444,258.55070606988124,171.31466814561355,286.1674525816718,272.87248386937324,129.67294965506005,288.1642442328099,262.7797564667124,168.2186607087536,337.08256210946,366.8808827061779,126.89513470912449,275.49965493501327,329.66560363771475,168.2186607087536,349.89451113729433,377.685033030142,126.89513470912449,292.6468541957993,345.4919110484358
tanker_rich,1493.6711319066817,7262.599010500235,8793.07145840319,739.4721374401647,3344.036050509253,4128.145650516815,1493.6711319066817,8692.861919627967,9171.345126906206,739.4721374401647,4088.408938476563,4321.235751185082,1493.6711319066817,7221.962387145196,8761.30690641654,739.4721374401647,3304.9167763706287,4086.950160441261,1493.6711319066817,8672.800326827524,9131.981788226098,739.4721374401647,4046.5637554201458,4275.303046471341,1449.8779747287977,5518.02771971861,4492.484119637256,729.0672011547776,3695.89217233906,3225.135714401175,1449.8779747287977,6291.135779796558,4404.601807592153,729.0672011547776,4402.598049415161,3356.4394202346625,1493.6711319066817,1988.0209785045136,2251.879224407119,739.4721374401647,1423.2757489310184,1616.0500972022921,1493.6711319066817,2183.212645434672,2297.118189047602,739.4721374401647,1571.7758418523847,1661.632007462163,1413.434531744973,6720.9255031429675,8521.56873156116,707.7538508249113,3085.139458931658,3989.840288026062,1413.434531744973,8467.37993294383,8965.238741258874,707.7538508249113,3969.7740260433216,4224.092034451407,1369.6800765131616,2124.297208162644,2635.829668503299,701.2857366360304,1743.6056114402606,1879.130177300573,1369.6800765131616,2322.2513190065238,2776.8668412762163,701.2857366360304,1892.3536373101535,2025.6229534641566
tanker_mid,1090.796234582535,6265.736713733644,7618.299653410258,635.2720558363794,3394.542402582526,4127.956945315414,1090.796234582535,7516.803164849912,7927.90080462512,635.2720558363794,4078.5509620678713,4295.776266408595,1090.796234582535,6231.063645207549,7588.821220595195,635.2720558363794,3358.004323097018,4090.2622481145568,1090.796234582535,7497.87694048463,7893.611229298622,635.2720558363794,4040.737815467987,4253.844892098026,1055.633379246558,4510.803209297277,3907.5525465315363,624.4294311690082,2918.2776265693637,2798.5034510287487,1055.633379246558,5133.772277061678,3841.9782198664852,624.4294311690082,3411.1000913696066,2813.347496975608,1090.796234582535,1544.7990826292285,1698.9403476669888,635.2720558363794,1298.870484656993,1431.6178318287793,1090.796234582535,1634.9791617622982,1722.4905801315144,635.2720558363794,1379.2029547714442,1457.1534698430842,1014.5042259365187,5672.2762288132435,7364.078463414375,597.9664662305671,3049.9970152785063,3982.156365878448,1014.5042259365187,7326.450528235005,7743.93383880604,597.9664662305671,3972.416737263326,4197.750659734444,978.0701527879496,1686.082684597364,1855.1742174195215,588.4486649874749,1374.1732229225909,1488.760320161688,978.0701527879496,1817.0280452815464,1893.6523814496663,588.4486649874749,1497.405408621065,1496.70210948847
tanker_poor,629.6447429039536,3917.604464344384,4676.327662389876,361.5095123909242,1979.477846518478,2367.812531014234,629.6447429039536,4613.296158803452,4842.792638730491,361.5095123909242,2341.1121436587937,2452.844054533596,629.6447429039536,3897.152265454131,4660.267756838037,361.5095123909242,1963.514058069176,2352.2569386995488,629.6447429039536,4603.781797742882,4824.9232016963615,361.5095123909242,2325.282376314385,2434.938380739256,608.2618936579686,2223.1892592311847,1710.6822531324872,357.7302641096644,1490.455873915986,1238.9562502320364,608.2618936579686,2503.647867050724,1609.457910888101,357.7302641096644,1711.7503747608644,1225.6706801494238,629.6447429039536,812.9840778386125,876.9985057949666,361.5095123909242,666.4337182900026,718.368933293943,629.6447429039536,835.488914604258,884.8282847845021,361.5095123909242,686.7672329399913,727.1111912783199,576.3508105373987,3380.3088330212636,4528.177903155755,350.91803906814425,1681.5248634555767,2290.6337426787804,576.3508105373987,4506.72665349696,4735.298351360742,350.91803906814425,2285.028114895309,2399.5935294747223,553.7721733066662,609.6553606546247,558.0933784920712,346.8047166297704,612.8227634290301,516.5364534427899,553.7721733066662,649.9539309410936,561.328359068729,346.8047166297704,664.9236313176721,522.7552869872852
tanker_rich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tanker_mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tanker_poor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
